GeneSymbol,Ensembl ID,EntrezGene,ae,thresholdset,gene_count,drug_count,ae_count,drugs_with_ae,bioactive_drugs
JAK1,ENSG00000162434,3716,Aortic dissection,11,3175,4905,2381,30,50
JAK1,ENSG00000162434,3716,Product administered to patient of inappropriate age,11,3175,4905,2381,83,50
JAK1,ENSG00000162434,3716,Tendonitis,11,3175,4905,2381,151,16
JAK1,ENSG00000162434,3716,Nerve injury,11,3175,4905,2381,126,50
JAK1,ENSG00000162434,3716,Skin cancer,11,3175,4905,2381,129,16
JAK1,ENSG00000162434,3716,Dyspnoea,11,3175,4905,2381,2085,16
JAK1,ENSG00000162434,3716,Erectile dysfunction,11,3175,4905,2381,463,50
JAK1,ENSG00000162434,3716,Alopecia,11,3175,4905,2381,1147,50
JAK1,ENSG00000162434,3716,Night sweats,11,3175,4905,2381,485,16
JAK1,ENSG00000162434,3716,Lethargy,11,3175,4905,2381,880,16
JAK1,ENSG00000162434,3716,Alopecia,11,3175,4905,2381,1147,16
JAK1,ENSG00000162434,3716,Dry eye,11,3175,4905,2381,497,16
JAK1,ENSG00000162434,3716,Erythema nodosum,11,3175,4905,2381,100,50
JAK1,ENSG00000162434,3716,Joint range of motion decreased,11,3175,4905,2381,137,16
JAK1,ENSG00000162434,3716,Capillary leak syndrome,11,3175,4905,2381,42,50
JAK1,ENSG00000162434,3716,Foot fracture,11,3175,4905,2381,192,16
JAK1,ENSG00000162434,3716,Visual impairment,11,3175,4905,2381,1280,16
JAK1,ENSG00000162434,3716,Cholecystectomy,11,3175,4905,2381,68,16
JAK1,ENSG00000162434,3716,Acute myeloid leukaemia,11,3175,4905,2381,183,50
JAK1,ENSG00000162434,3716,Metastases to bone,11,3175,4905,2381,149,50
JAK1,ENSG00000162434,3716,Product dispensing error,11,3175,4905,2381,281,16
JAK1,ENSG00000162434,3716,Cardiomyopathy,11,3175,4905,2381,313,50
JAK1,ENSG00000162434,3716,Breast cancer female,11,3175,4905,2381,41,50
JAK1,ENSG00000162434,3716,Blood lactate dehydrogenase increased,11,3175,4905,2381,262,16
JAK1,ENSG00000162434,3716,Acute graft versus host disease in intestine,11,3175,4905,2381,31,16
JAK1,ENSG00000162434,3716,Nasopharyngitis,11,3175,4905,2381,885,16
JAK1,ENSG00000162434,3716,Underdose,11,3175,4905,2381,466,16
JAK1,ENSG00000162434,3716,Neoplasm,11,3175,4905,2381,145,50
JAK1,ENSG00000162434,3716,Pain in jaw,11,3175,4905,2381,225,16
JAK1,ENSG00000162434,3716,Neutrophil count decreased,11,3175,4905,2381,362,50
JAK1,ENSG00000162434,3716,Bacterial infection,11,3175,4905,2381,375,16
JAK1,ENSG00000162434,3716,Sinus bradycardia,11,3175,4905,2381,219,50
JAK1,ENSG00000162434,3716,Lip dry,11,3175,4905,2381,92,50
JAK1,ENSG00000162434,3716,Drug ineffective,11,3175,4905,2381,1902,16
JAK1,ENSG00000162434,3716,Mental impairment,11,3175,4905,2381,315,16
JAK1,ENSG00000162434,3716,Abdominal discomfort,11,3175,4905,2381,1081,16
JAK1,ENSG00000162434,3716,Sputum culture positive,11,3175,4905,2381,28,50
JAK1,ENSG00000162434,3716,Illness,11,3175,4905,2381,649,16
JAK1,ENSG00000162434,3716,Coronavirus infection,11,3175,4905,2381,88,16
JAK1,ENSG00000162434,3716,Myositis,11,3175,4905,2381,152,50
JAK1,ENSG00000162434,3716,Oropharyngeal pain,11,3175,4905,2381,923,16
JAK1,ENSG00000162434,3716,Bedridden,11,3175,4905,2381,165,16
JAK1,ENSG00000162434,3716,Contusion,11,3175,4905,2381,842,16
JAK1,ENSG00000162434,3716,Pericardial effusion,11,3175,4905,2381,388,50
JAK1,ENSG00000162434,3716,Seasonal allergy,11,3175,4905,2381,156,50
JAK1,ENSG00000162434,3716,Middle insomnia,11,3175,4905,2381,210,50
JAK1,ENSG00000162434,3716,Cellulitis,11,3175,4905,2381,643,16
JAK1,ENSG00000162434,3716,Pericarditis,11,3175,4905,2381,250,50
JAK1,ENSG00000162434,3716,Pulmonary toxicity,11,3175,4905,2381,118,50
JAK1,ENSG00000162434,3716,Amnesia,11,3175,4905,2381,703,16
JAK1,ENSG00000162434,3716,Nephrolithiasis,11,3175,4905,2381,568,50
JAK1,ENSG00000162434,3716,Cardiac operation,11,3175,4905,2381,59,50
JAK1,ENSG00000162434,3716,Epistaxis,11,3175,4905,2381,870,50
JAK1,ENSG00000162434,3716,Renal disorder,11,3175,4905,2381,600,50
JAK1,ENSG00000162434,3716,Respiratory failure,11,3175,4905,2381,999,50
JAK1,ENSG00000162434,3716,Coagulopathy,11,3175,4905,2381,292,16
JAK1,ENSG00000162434,3716,Abdominal pain,11,3175,4905,2381,1991,16
JAK1,ENSG00000162434,3716,Pigmentation disorder,11,3175,4905,2381,67,16
JAK1,ENSG00000162434,3716,Cholecystitis,11,3175,4905,2381,207,50
JAK1,ENSG00000162434,3716,Hyperglycaemia,11,3175,4905,2381,794,50
JAK1,ENSG00000162434,3716,Ventricular extrasystoles,11,3175,4905,2381,215,50
JAK1,ENSG00000162434,3716,Hypothyroidism,11,3175,4905,2381,491,50
JAK1,ENSG00000162434,3716,Skin fissures,11,3175,4905,2381,95,50
JAK1,ENSG00000162434,3716,Fibrin D dimer increased,11,3175,4905,2381,40,50
JAK1,ENSG00000162434,3716,Creatinine renal clearance decreased,11,3175,4905,2381,104,50
JAK1,ENSG00000162434,3716,Diverticulum intestinal,11,3175,4905,2381,49,50
JAK1,ENSG00000162434,3716,Arthritis infective,11,3175,4905,2381,44,16
JAK1,ENSG00000162434,3716,Blood cholesterol abnormal,11,3175,4905,2381,48,50
JAK1,ENSG00000162434,3716,Psoriatic arthropathy,11,3175,4905,2381,168,16
JAK1,ENSG00000162434,3716,Drug reaction with eosinophilia and systemic symptoms,11,3175,4905,2381,601,50
JAK1,ENSG00000162434,3716,Large intestine polyp,11,3175,4905,2381,69,50
JAK1,ENSG00000162434,3716,Wrist fracture,11,3175,4905,2381,89,50
JAK1,ENSG00000162434,3716,Haemorrhagic diathesis,11,3175,4905,2381,43,50
JAK1,ENSG00000162434,3716,Proteinuria,11,3175,4905,2381,367,50
JAK1,ENSG00000162434,3716,Blood creatine phosphokinase increased,11,3175,4905,2381,433,50
JAK1,ENSG00000162434,3716,Bone pain,11,3175,4905,2381,550,16
JAK1,ENSG00000162434,3716,Lung infiltration,11,3175,4905,2381,178,50
JAK1,ENSG00000162434,3716,Exostosis,11,3175,4905,2381,101,50
JAK1,ENSG00000162434,3716,Pneumonia bacterial,11,3175,4905,2381,162,50
JAK1,ENSG00000162434,3716,Fracture,11,3175,4905,2381,265,16
JAK1,ENSG00000162434,3716,Chronic obstructive pulmonary disease,11,3175,4905,2381,575,50
JAK1,ENSG00000162434,3716,Back injury,11,3175,4905,2381,100,50
JAK1,ENSG00000162434,3716,Aspartate aminotransferase increased,11,3175,4905,2381,855,50
JAK1,ENSG00000162434,3716,Serum ferritin increased,11,3175,4905,2381,55,16
JAK1,ENSG00000162434,3716,Skin atrophy,11,3175,4905,2381,105,50
JAK1,ENSG00000162434,3716,Trigger finger,11,3175,4905,2381,32,16
JAK1,ENSG00000162434,3716,Acute respiratory distress syndrome,11,3175,4905,2381,484,16
JAK1,ENSG00000162434,3716,Organ failure,11,3175,4905,2381,29,50
JAK1,ENSG00000162434,3716,Immunosuppression,11,3175,4905,2381,140,50
JAK1,ENSG00000162434,3716,Product dispensing error,11,3175,4905,2381,281,50
JAK1,ENSG00000162434,3716,Sleep disorder,11,3175,4905,2381,926,50
JAK1,ENSG00000162434,3716,Joint stiffness,11,3175,4905,2381,297,16
JAK1,ENSG00000162434,3716,Concomitant disease aggravated,11,3175,4905,2381,103,50
JAK1,ENSG00000162434,3716,Deep vein thrombosis,11,3175,4905,2381,648,16
JAK1,ENSG00000162434,3716,Bursitis,11,3175,4905,2381,180,50
JAK1,ENSG00000162434,3716,Pancreatic disorder,11,3175,4905,2381,31,50
JAK1,ENSG00000162434,3716,Grip strength decreased,11,3175,4905,2381,89,50
JAK1,ENSG00000162434,3716,Macular oedema,11,3175,4905,2381,64,50
JAK1,ENSG00000162434,3716,Eczema,11,3175,4905,2381,515,16
JAK1,ENSG00000162434,3716,Cardiogenic shock,11,3175,4905,2381,440,16
JAK1,ENSG00000162434,3716,Hypophosphataemia,11,3175,4905,2381,286,50
JAK1,ENSG00000162434,3716,Neoplasm malignant,11,3175,4905,2381,513,50
JAK1,ENSG00000162434,3716,Product use in unapproved indication,11,3175,4905,2381,1263,16
JAK1,ENSG00000162434,3716,Eye irritation,11,3175,4905,2381,381,16
JAK1,ENSG00000162434,3716,Odynophagia,11,3175,4905,2381,95,50
JAK1,ENSG00000162434,3716,Weight increased,11,3175,4905,2381,1184,50
JAK1,ENSG00000162434,3716,Candida infection,11,3175,4905,2381,371,16
JAK1,ENSG00000162434,3716,Pulmonary congestion,11,3175,4905,2381,242,50
JAK1,ENSG00000162434,3716,Blood cholesterol increased,11,3175,4905,2381,525,16
JAK1,ENSG00000162434,3716,Sinus disorder,11,3175,4905,2381,198,16
JAK1,ENSG00000162434,3716,Gastric haemorrhage,11,3175,4905,2381,87,50
JAK1,ENSG00000162434,3716,Atelectasis,11,3175,4905,2381,268,50
JAK1,ENSG00000162434,3716,Glomerular filtration rate decreased,11,3175,4905,2381,216,16
JAK1,ENSG00000162434,3716,Dysphagia,11,3175,4905,2381,1060,16
JAK1,ENSG00000162434,3716,Venous thrombosis limb,11,3175,4905,2381,26,50
JAK1,ENSG00000162434,3716,Osteonecrosis of jaw,11,3175,4905,2381,106,50
JAK1,ENSG00000162434,3716,Gait inability,11,3175,4905,2381,443,16
JAK1,ENSG00000162434,3716,Hyperlipidaemia,11,3175,4905,2381,257,16
JAK1,ENSG00000162434,3716,Intestinal perforation,11,3175,4905,2381,173,50
JAK1,ENSG00000162434,3716,Maternal exposure before pregnancy,11,3175,4905,2381,80,50
JAK1,ENSG00000162434,3716,Lung opacity,11,3175,4905,2381,84,16
JAK1,ENSG00000162434,3716,Cardiogenic shock,11,3175,4905,2381,440,50
JAK1,ENSG00000162434,3716,Acquired gene mutation,11,3175,4905,2381,36,50
JAK1,ENSG00000162434,3716,Red blood cell sedimentation rate abnormal,11,3175,4905,2381,54,50
JAK1,ENSG00000162434,3716,Spinal pain,11,3175,4905,2381,192,50
JAK1,ENSG00000162434,3716,Seizure,11,3175,4905,2381,1086,50
JAK1,ENSG00000162434,3716,Road traffic accident,11,3175,4905,2381,496,50
JAK1,ENSG00000162434,3716,Loss of consciousness,11,3175,4905,2381,1178,50
JAK1,ENSG00000162434,3716,Respiratory tract infection,11,3175,4905,2381,384,16
JAK1,ENSG00000162434,3716,Hyperlipidaemia,11,3175,4905,2381,257,50
JAK1,ENSG00000162434,3716,Cardiac failure,11,3175,4905,2381,934,50
JAK1,ENSG00000162434,3716,Anti-cyclic citrullinated peptide antibody positive,11,3175,4905,2381,98,50
JAK1,ENSG00000162434,3716,Pregnancy,11,3175,4905,2381,195,16
JAK1,ENSG00000162434,3716,Haemorrhoidal haemorrhage,11,3175,4905,2381,31,50
JAK1,ENSG00000162434,3716,Contusion,11,3175,4905,2381,842,50
JAK1,ENSG00000162434,3716,Rhabdomyolysis,11,3175,4905,2381,692,50
JAK1,ENSG00000162434,3716,Abdominal pain,11,3175,4905,2381,1991,50
JAK1,ENSG00000162434,3716,Red blood cell sedimentation rate increased,11,3175,4905,2381,152,50
JAK1,ENSG00000162434,3716,Asthma,11,3175,4905,2381,825,16
JAK1,ENSG00000162434,3716,Extra dose administered,11,3175,4905,2381,220,50
JAK1,ENSG00000162434,3716,Non-small cell lung cancer,11,3175,4905,2381,40,50
JAK1,ENSG00000162434,3716,Panic attack,11,3175,4905,2381,412,50
JAK1,ENSG00000162434,3716,Hernia,11,3175,4905,2381,174,50
JAK1,ENSG00000162434,3716,Hospice care,11,3175,4905,2381,94,50
JAK1,ENSG00000162434,3716,Escherichia urinary tract infection,11,3175,4905,2381,78,50
JAK1,ENSG00000162434,3716,Contraindicated product administered,11,3175,4905,2381,476,50
JAK1,ENSG00000162434,3716,Dysstasia,11,3175,4905,2381,369,16
JAK1,ENSG00000162434,3716,Lymphoma,11,3175,4905,2381,168,16
JAK1,ENSG00000162434,3716,Hepatic cytolysis,11,3175,4905,2381,256,50
JAK1,ENSG00000162434,3716,Pancytopenia,11,3175,4905,2381,720,50
JAK1,ENSG00000162434,3716,Blood iron decreased,11,3175,4905,2381,145,50
JAK1,ENSG00000162434,3716,Myalgia,11,3175,4905,2381,1318,16
JAK1,ENSG00000162434,3716,Lipase increased,11,3175,4905,2381,211,50
JAK1,ENSG00000162434,3716,Glomerular filtration rate decreased,11,3175,4905,2381,216,50
JAK1,ENSG00000162434,3716,Haemophagocytic lymphohistiocytosis,11,3175,4905,2381,147,50
JAK1,ENSG00000162434,3716,Liver injury,11,3175,4905,2381,462,50
JAK1,ENSG00000162434,3716,Oesophageal candidiasis,11,3175,4905,2381,90,16
JAK1,ENSG00000162434,3716,Drug resistance,11,3175,4905,2381,499,50
JAK1,ENSG00000162434,3716,Joint dislocation,11,3175,4905,2381,143,50
JAK1,ENSG00000162434,3716,Retinal vascular thrombosis,11,3175,4905,2381,40,50
JAK1,ENSG00000162434,3716,Stenotrophomonas infection,11,3175,4905,2381,60,16
JAK1,ENSG00000162434,3716,Neuropathy peripheral,11,3175,4905,2381,871,16
JAK1,ENSG00000162434,3716,Upper limb fracture,11,3175,4905,2381,238,50
JAK1,ENSG00000162434,3716,Pulmonary embolism,11,3175,4905,2381,921,50
JAK1,ENSG00000162434,3716,Dysgraphia,11,3175,4905,2381,49,16
JAK1,ENSG00000162434,3716,Hepatic steatosis,11,3175,4905,2381,379,16
JAK1,ENSG00000162434,3716,Staphylococcal bacteraemia,11,3175,4905,2381,93,16
JAK1,ENSG00000162434,3716,Cachexia,11,3175,4905,2381,111,50
JAK1,ENSG00000162434,3716,Cardiac disorder,11,3175,4905,2381,763,50
JAK1,ENSG00000162434,3716,Seizure,11,3175,4905,2381,1086,16
JAK1,ENSG00000162434,3716,Neutropenic infection,11,3175,4905,2381,33,50
JAK1,ENSG00000162434,3716,Haemodynamic instability,11,3175,4905,2381,247,50
JAK1,ENSG00000162434,3716,Drug interaction,11,3175,4905,2381,1142,16
JAK1,ENSG00000162434,3716,Stress,11,3175,4905,2381,689,16
JAK1,ENSG00000162434,3716,Swelling,11,3175,4905,2381,938,50
JAK1,ENSG00000162434,3716,Nail disorder,11,3175,4905,2381,152,50
JAK1,ENSG00000162434,3716,Product use issue,11,3175,4905,2381,1113,16
JAK1,ENSG00000162434,3716,Intentional dose omission,11,3175,4905,2381,151,16
JAK1,ENSG00000162434,3716,Mobility decreased,11,3175,4905,2381,639,16
JAK1,ENSG00000162434,3716,Onychomycosis,11,3175,4905,2381,52,16
JAK1,ENSG00000162434,3716,Vitamin D decreased,11,3175,4905,2381,102,50
JAK1,ENSG00000162434,3716,Disorientation,11,3175,4905,2381,640,50
JAK1,ENSG00000162434,3716,Oedema peripheral,11,3175,4905,2381,1167,50
JAK1,ENSG00000162434,3716,Basal cell carcinoma,11,3175,4905,2381,216,16
JAK1,ENSG00000162434,3716,Sensitivity to weather change,11,3175,4905,2381,47,50
JAK1,ENSG00000162434,3716,International normalised ratio increased,11,3175,4905,2381,280,50
JAK1,ENSG00000162434,3716,Septic shock,11,3175,4905,2381,659,50
JAK1,ENSG00000162434,3716,Hypertransaminasaemia,11,3175,4905,2381,159,50
JAK1,ENSG00000162434,3716,Musculoskeletal pain,11,3175,4905,2381,713,16
JAK1,ENSG00000162434,3716,Maternal exposure before pregnancy,11,3175,4905,2381,80,16
JAK1,ENSG00000162434,3716,Blood iron decreased,11,3175,4905,2381,145,16
JAK1,ENSG00000162434,3716,Adenocarcinoma of colon,11,3175,4905,2381,25,16
JAK1,ENSG00000162434,3716,Oral candidiasis,11,3175,4905,2381,338,16
JAK1,ENSG00000162434,3716,Cholelithiasis,11,3175,4905,2381,448,16
JAK1,ENSG00000162434,3716,Jugular vein thrombosis,11,3175,4905,2381,30,50
JAK1,ENSG00000162434,3716,Blood glucose decreased,11,3175,4905,2381,253,50
JAK1,ENSG00000162434,3716,Osteoporotic fracture,11,3175,4905,2381,30,16
JAK1,ENSG00000162434,3716,Therapeutic product effect delayed,11,3175,4905,2381,33,16
JAK1,ENSG00000162434,3716,Benign prostatic hyperplasia,11,3175,4905,2381,126,50
JAK1,ENSG00000162434,3716,Retinal haemorrhage,11,3175,4905,2381,93,50
JAK1,ENSG00000162434,3716,Head injury,11,3175,4905,2381,422,16
JAK1,ENSG00000162434,3716,Incorrect route of product administration,11,3175,4905,2381,402,16
JAK1,ENSG00000162434,3716,Pulmonary thrombosis,11,3175,4905,2381,99,50
JAK1,ENSG00000162434,3716,Cystitis haemorrhagic,11,3175,4905,2381,90,50
JAK1,ENSG00000162434,3716,Metastases to liver,11,3175,4905,2381,182,50
JAK1,ENSG00000162434,3716,Wound secretion,11,3175,4905,2381,38,50
JAK1,ENSG00000162434,3716,Gastric ulcer,11,3175,4905,2381,305,16
JAK1,ENSG00000162434,3716,Gout,11,3175,4905,2381,286,16
JAK1,ENSG00000162434,3716,Respiratory depression,11,3175,4905,2381,368,50
JAK1,ENSG00000162434,3716,Splenic infarction,11,3175,4905,2381,28,16
JAK1,ENSG00000162434,3716,Nervousness,11,3175,4905,2381,1092,16
JAK1,ENSG00000162434,3716,Dysarthria,11,3175,4905,2381,638,16
JAK1,ENSG00000162434,3716,Neuralgia,11,3175,4905,2381,450,16
JAK1,ENSG00000162434,3716,Hyperkalaemia,11,3175,4905,2381,706,16
JAK1,ENSG00000162434,3716,Hallucination,11,3175,4905,2381,935,50
JAK1,ENSG00000162434,3716,Fibrin D dimer increased,11,3175,4905,2381,40,16
JAK1,ENSG00000162434,3716,Colon cancer,11,3175,4905,2381,94,16
JAK1,ENSG00000162434,3716,Angina pectoris,11,3175,4905,2381,578,16
JAK1,ENSG00000162434,3716,Swollen tongue,11,3175,4905,2381,493,16
JAK1,ENSG00000162434,3716,Swollen tongue,11,3175,4905,2381,493,50
JAK1,ENSG00000162434,3716,Pneumomediastinum,11,3175,4905,2381,28,50
JAK1,ENSG00000162434,3716,Product dose omission issue,11,3175,4905,2381,749,50
JAK1,ENSG00000162434,3716,Vision blurred,11,3175,4905,2381,1457,16
JAK1,ENSG00000162434,3716,Blood thyroid stimulating hormone increased,11,3175,4905,2381,64,50
JAK1,ENSG00000162434,3716,Pneumonia fungal,11,3175,4905,2381,88,16
JAK1,ENSG00000162434,3716,Blood creatine phosphokinase increased,11,3175,4905,2381,433,16
JAK1,ENSG00000162434,3716,Fibromyalgia,11,3175,4905,2381,308,50
JAK1,ENSG00000162434,3716,Intentional dose omission,11,3175,4905,2381,151,50
JAK1,ENSG00000162434,3716,Oesophageal pain,11,3175,4905,2381,64,50
JAK1,ENSG00000162434,3716,Disability,11,3175,4905,2381,206,16
JAK1,ENSG00000162434,3716,Feeling hot,11,3175,4905,2381,742,50
JAK1,ENSG00000162434,3716,Neutropenia,11,3175,4905,2381,1023,16
JAK1,ENSG00000162434,3716,Asthenia,11,3175,4905,2381,1749,50
JAK1,ENSG00000162434,3716,Radiculopathy,11,3175,4905,2381,91,50
JAK1,ENSG00000162434,3716,Therapeutic response shortened,11,3175,4905,2381,113,50
JAK1,ENSG00000162434,3716,Eye disorder,11,3175,4905,2381,385,50
JAK1,ENSG00000162434,3716,Eructation,11,3175,4905,2381,268,50
JAK1,ENSG00000162434,3716,Back disorder,11,3175,4905,2381,128,50
JAK1,ENSG00000162434,3716,Product physical issue,11,3175,4905,2381,175,16
JAK1,ENSG00000162434,3716,Hernia,11,3175,4905,2381,174,16
JAK1,ENSG00000162434,3716,Nail discolouration,11,3175,4905,2381,46,50
JAK1,ENSG00000162434,3716,Hypokalaemia,11,3175,4905,2381,949,50
JAK1,ENSG00000162434,3716,Electrocardiogram PR prolongation,11,3175,4905,2381,34,16
JAK1,ENSG00000162434,3716,Hysterectomy,11,3175,4905,2381,69,16
JAK1,ENSG00000162434,3716,Angioedema,11,3175,4905,2381,1232,50
JAK1,ENSG00000162434,3716,Acute febrile neutrophilic dermatosis,11,3175,4905,2381,51,50
JAK1,ENSG00000162434,3716,Pain in extremity,11,3175,4905,2381,1217,16
JAK1,ENSG00000162434,3716,Confusional state,11,3175,4905,2381,1549,50
JAK1,ENSG00000162434,3716,Hypertension,11,3175,4905,2381,1635,50
JAK1,ENSG00000162434,3716,Arthritis,11,3175,4905,2381,712,16
JAK1,ENSG00000162434,3716,Nasopharyngitis,11,3175,4905,2381,885,50
JAK1,ENSG00000162434,3716,Transfusion,11,3175,4905,2381,100,16
JAK1,ENSG00000162434,3716,Onychomadesis,11,3175,4905,2381,53,50
JAK1,ENSG00000162434,3716,Terminal state,11,3175,4905,2381,47,50
JAK1,ENSG00000162434,3716,Urinary retention,11,3175,4905,2381,769,16
JAK1,ENSG00000162434,3716,Hyperkeratosis,11,3175,4905,2381,40,50
JAK1,ENSG00000162434,3716,Clostridium difficile colitis,11,3175,4905,2381,239,50
JAK1,ENSG00000162434,3716,Psoriasis,11,3175,4905,2381,394,16
JAK1,ENSG00000162434,3716,No adverse event,11,3175,4905,2381,650,50
JAK1,ENSG00000162434,3716,Bronchitis,11,3175,4905,2381,775,50
JAK1,ENSG00000162434,3716,Influenza like illness,11,3175,4905,2381,736,16
JAK1,ENSG00000162434,3716,Deformity,11,3175,4905,2381,63,50
JAK1,ENSG00000162434,3716,Palpitations,11,3175,4905,2381,1347,16
JAK1,ENSG00000162434,3716,Flushing,11,3175,4905,2381,947,50
JAK1,ENSG00000162434,3716,Onychomycosis,11,3175,4905,2381,52,50
JAK1,ENSG00000162434,3716,Eye operation,11,3175,4905,2381,24,50
JAK1,ENSG00000162434,3716,Pulmonary haemorrhage,11,3175,4905,2381,185,50
JAK1,ENSG00000162434,3716,Nasal congestion,11,3175,4905,2381,651,16
JAK1,ENSG00000162434,3716,Lumbar vertebral fracture,11,3175,4905,2381,32,50
JAK1,ENSG00000162434,3716,Spinal compression fracture,11,3175,4905,2381,78,16
JAK1,ENSG00000162434,3716,Furuncle,11,3175,4905,2381,58,50
JAK1,ENSG00000162434,3716,Weight fluctuation,11,3175,4905,2381,104,50
JAK1,ENSG00000162434,3716,Metastases to lymph nodes,11,3175,4905,2381,109,50
JAK1,ENSG00000162434,3716,Renal failure,11,3175,4905,2381,1201,50
JAK1,ENSG00000162434,3716,Chills,11,3175,4905,2381,1268,16
JAK1,ENSG00000162434,3716,Prescribed underdose,11,3175,4905,2381,180,50
JAK1,ENSG00000162434,3716,Condition aggravated,11,3175,4905,2381,1433,16
JAK1,ENSG00000162434,3716,Angina unstable,11,3175,4905,2381,79,50
JAK1,ENSG00000162434,3716,Viral haemorrhagic cystitis,11,3175,4905,2381,28,50
JAK1,ENSG00000162434,3716,Immunodeficiency,11,3175,4905,2381,210,50
JAK1,ENSG00000162434,3716,Dehydration,11,3175,4905,2381,1112,16
JAK1,ENSG00000162434,3716,Gastrooesophageal reflux disease,11,3175,4905,2381,896,50
JAK1,ENSG00000162434,3716,Mental disorder,11,3175,4905,2381,554,16
JAK1,ENSG00000162434,3716,Hunger,11,3175,4905,2381,106,16
JAK1,ENSG00000162434,3716,Neutrophil count decreased,11,3175,4905,2381,362,16
JAK1,ENSG00000162434,3716,Meniscus injury,11,3175,4905,2381,48,16
JAK1,ENSG00000162434,3716,Bradycardia,11,3175,4905,2381,975,16
JAK1,ENSG00000162434,3716,Hypokalaemia,11,3175,4905,2381,949,16
JAK1,ENSG00000162434,3716,Urticaria,11,3175,4905,2381,1863,16
JAK1,ENSG00000162434,3716,Erythema multiforme,11,3175,4905,2381,486,50
JAK1,ENSG00000162434,3716,Metastases to meninges,11,3175,4905,2381,48,50
JAK1,ENSG00000162434,3716,Treatment failure,11,3175,4905,2381,815,16
JAK1,ENSG00000162434,3716,Foot deformity,11,3175,4905,2381,118,16
JAK1,ENSG00000162434,3716,Hypertriglyceridaemia,11,3175,4905,2381,266,16
JAK1,ENSG00000162434,3716,Cardiac failure congestive,11,3175,4905,2381,519,16
JAK1,ENSG00000162434,3716,Conjunctivitis,11,3175,4905,2381,498,16
JAK1,ENSG00000162434,3716,Cardiopulmonary failure,11,3175,4905,2381,54,50
JAK1,ENSG00000162434,3716,Presyncope,11,3175,4905,2381,446,50
JAK1,ENSG00000162434,3716,Cerebral infarction,11,3175,4905,2381,353,16
JAK1,ENSG00000162434,3716,Hypertension,11,3175,4905,2381,1635,16
JAK1,ENSG00000162434,3716,Haemorrhage,11,3175,4905,2381,942,16
JAK1,ENSG00000162434,3716,Product quality issue,11,3175,4905,2381,606,50
JAK1,ENSG00000162434,3716,Overdose,11,3175,4905,2381,1010,16
JAK1,ENSG00000162434,3716,Arrhythmia supraventricular,11,3175,4905,2381,28,50
JAK1,ENSG00000162434,3716,Blood pressure diastolic decreased,11,3175,4905,2381,96,50
JAK1,ENSG00000162434,3716,Ear pain,11,3175,4905,2381,318,16
JAK1,ENSG00000162434,3716,Frequent bowel movements,11,3175,4905,2381,267,16
JAK1,ENSG00000162434,3716,Femur fracture,11,3175,4905,2381,218,16
JAK1,ENSG00000162434,3716,Tendonitis,11,3175,4905,2381,151,50
JAK1,ENSG00000162434,3716,Vulvovaginal mycotic infection,11,3175,4905,2381,37,50
JAK1,ENSG00000162434,3716,Colon cancer,11,3175,4905,2381,94,50
JAK1,ENSG00000162434,3716,Hyperpyrexia,11,3175,4905,2381,64,50
JAK1,ENSG00000162434,3716,Incorrect dose administered,11,3175,4905,2381,821,16
JAK1,ENSG00000162434,3716,Myocardial ischaemia,11,3175,4905,2381,242,50
JAK1,ENSG00000162434,3716,Sluggishness,11,3175,4905,2381,139,50
JAK1,ENSG00000162434,3716,Haemoptysis,11,3175,4905,2381,422,50
JAK1,ENSG00000162434,3716,Acute lymphocytic leukaemia recurrent,11,3175,4905,2381,43,50
JAK1,ENSG00000162434,3716,Osteomyelitis,11,3175,4905,2381,207,50
JAK1,ENSG00000162434,3716,Pulmonary embolism,11,3175,4905,2381,921,16
JAK1,ENSG00000162434,3716,Arteriosclerosis,11,3175,4905,2381,155,50
JAK1,ENSG00000162434,3716,Metastases to lung,11,3175,4905,2381,141,50
JAK1,ENSG00000162434,3716,Muscle strain,11,3175,4905,2381,63,50
JAK1,ENSG00000162434,3716,Shock haemorrhagic,11,3175,4905,2381,151,50
JAK1,ENSG00000162434,3716,Dry skin,11,3175,4905,2381,780,16
JAK1,ENSG00000162434,3716,Dyspepsia,11,3175,4905,2381,1312,16
JAK1,ENSG00000162434,3716,Colitis,11,3175,4905,2381,543,50
JAK1,ENSG00000162434,3716,Ill-defined disorder,11,3175,4905,2381,529,16
JAK1,ENSG00000162434,3716,Blood pressure systolic increased,11,3175,4905,2381,256,50
JAK1,ENSG00000162434,3716,Organising pneumonia,11,3175,4905,2381,83,50
JAK1,ENSG00000162434,3716,Hypersensitivity,11,3175,4905,2381,1248,16
JAK1,ENSG00000162434,3716,Product dose omission in error,11,3175,4905,2381,76,16
JAK1,ENSG00000162434,3716,Hypokinesia,11,3175,4905,2381,278,50
JAK1,ENSG00000162434,3716,Thinking abnormal,11,3175,4905,2381,263,50
JAK1,ENSG00000162434,3716,Dementia,11,3175,4905,2381,328,50
JAK1,ENSG00000162434,3716,Limb operation,11,3175,4905,2381,27,16
JAK1,ENSG00000162434,3716,Hair colour changes,11,3175,4905,2381,36,50
JAK1,ENSG00000162434,3716,General physical health deterioration,11,3175,4905,2381,1035,16
JAK1,ENSG00000162434,3716,Anxiety,11,3175,4905,2381,1579,16
JAK1,ENSG00000162434,3716,Normochromic normocytic anaemia,11,3175,4905,2381,61,50
