CompoundID,Primary_Target_Assay,Primary_Target_Assay_BioActivity,MW,Molecular_Weight,TPSA,ClogP,LogD,Num_H_Donors,Num_H_Acceptors,Num_AromaticRings,F_SP3,Drug_Class,Cell Permeability,Cmpd Solubility (uM),fafg (Rat),Bioavailability (Rat),"Clint,mic (L/hr/kg) (Rat)"
CM-2066883,JAK1 EC50(uM),0.0141,,348.39,55.21,2.275,2.2738,1,5,3,0.55556,Class C,45.4,102,,,29.7
CM-2016837,JAK1 EC50(uM),3,,228.25,55.21,0.299,0.2987,1,5,3,0.33333,Class C,56.1,,,,4.08
CM-2003140,JAK1 EC50(uM),0.376,,338.33,62.11,1.086,1.0863,1,6,3,0.53333,Class C,45.7,493,,,12.4
CM-1991744,JAK1 EC50(uM),0.343,,366.42,78.75,-0.869,-0.8696,1,8,3,0.52632,Class C,3.72,547,,,4.16
CM-2021176,JAK1 EC50(uM),0.088,,270.33,66.21,0.895,0.8941,2,5,3,0.46667,Class C,37.3,286,,,7.51
CM-2263068,JAK1 EC50(uM),3,,432.49,52.46,2.574,0.7149,1,6,3,0.63636,Class C,,,,,
CM-2216375,JAK1 EC50(uM),3,,315.8,72,0.758,-1.7648,3,5,3,0.5,Class C,,375,,,2.5
CM-2222549,JAK1 EC50(uM),0.0796,,418.46,55.21,3.313,3.3126,1,5,3,0.63636,Class C,1.35,5.2,,,5.43
CM-2222355,JAK1 EC50(uM),0.0318,,345.35,68.1,1.325,1.3254,1,6,3,0.58824,Class C,59.7,303,,,12
CM-2241310,JAK1 EC50(uM),0.8,,357.4,49.22,1.575,0.3003,1,5,3,0.57895,Class C,33.7,219,,,24
CM-2268821,JAK1 EC50(uM),0.985,,286.3,55.21,0.667,0.6671,1,5,3,0.46667,Class C,,,,,
CM-2279801,JAK1 EC50(uM),0.0981,,347.41,58.87,2.464,2.464,1,5,3,0.61111,Class C,43.3,336,,,20.3
CM-2194422,JAK1 EC50(uM),0.017,,346.37,55.21,1.736,1.7355,1,5,3,0.55556,Class C,49.6,30,,,6.01
CM-2177766,JAK1 EC50(uM),0.0268,,337.34,49.22,1.558,0.2551,1,5,3,0.5,Class C,40.8,266,,,7.68
CM-2157702,JAK1 EC50(uM),0.148,,282.34,66.21,0.771,0.7699,2,5,3,0.5,Class C,50.9,156,,,7.1
CM-2079697,JAK1 EC50(uM),0.154,,379.5,69.44,1.821,0.9984,2,6,3,0.63636,Class C,28.1,361,,,18.3
CM-2219563,JAK1 EC50(uM),0.0255,,342.41,55.21,1.785,1.784,1,5,3,0.57895,Class C,49.7,37.8,,,66.6
CM-2114791,JAK1 EC50(uM),3,,327.42,65.12,2.225,2.1799,1,6,2,0.61111,Class C,,,,,
CM-2044980,JAK1 EC50(uM),0.764,,390.29,62.11,0.825,0.8239,1,6,3,0.53333,Class C,42.5,7,,,
CM-2012707,JAK1 EC50(uM),1.7,,226.23,55.21,-0.02,-0.0198,1,5,3,0.16667,Class C,69.4,484,,,5.45
CM-2007031,JAK1 EC50(uM),0.366,,240.26,55.21,0.411,0.4111,1,5,3,0.23077,Class C,56.7,544,,,18.2
CM-2206409,JAK1 EC50(uM),0.0864,,372.41,55.21,2.653,2.6526,1,5,3,0.6,Class C,22.7,10,,,2.5
CM-2241309,JAK1 EC50(uM),0.229,,357.4,49.22,1.575,0.3003,1,5,3,0.57895,Class C,30.3,191,,,27.3
CM-2143722,JAK1 EC50(uM),0.0222,,296.37,66.21,1.215,1.2144,2,5,3,0.52941,Class C,56.3,467,,,25.2
CM-2079696,JAK1 EC50(uM),0.0293,,379.5,69.44,1.821,0.9984,2,6,3,0.63636,Class C,34.5,152,,,17.7
CM-2020769,JAK1 EC50(uM),0.54,,354.31,62.11,0.578,0.5761,1,6,3,0.53333,Class C,53.3,11,,,
CM-2113384,JAK1 EC50(uM),0.0577,,312.41,55.21,2.389,2.3885,1,5,3,0.55556,Class C,22.8,,,,38.1
CM-2113383,JAK1 EC50(uM),0.0273,,312.41,55.21,2.389,2.3885,1,5,3,0.55556,Class C,23.3,95,,,63.7
CM-2215592,JAK1 EC50(uM),0.26,,326.35,81.5,0.453,0.4526,1,7,3,0.47059,Class C,58.3,306,,,51.2
CM-2206407,JAK1 EC50(uM),0.0645,,412.48,55.21,2.681,2.6807,1,5,3,0.65217,Class C,5.33,,,,16.9
CM-2157503,JAK1 EC50(uM),0.0295,,358.39,55.21,1.237,1.2359,1,5,3,0.57895,Class C,25.3,,,,121
CM-2036118,JAK1 EC50(uM),3,,336.32,62.11,0.744,0.7439,1,6,3,0.53333,Class C,52.2,85,,,2.92
CM-2180290,JAK1 EC50(uM),1.05,,318.28,72.28,0.756,0.7557,1,6,3,0.4,Class C,23.2,25,,,
CM-2107877,JAK1 EC50(uM),0.179,,349.42,48.05,2.866,2.609,1,5,2,0.66667,Class C,,,,,
CM-2157500,JAK1 EC50(uM),0.0512,,337.3,68.1,0.977,0.9767,1,6,3,0.53333,Class C,,,,,
CM-2177789,JAK1 EC50(uM),0.118,,310.35,72.28,1.389,1.3887,1,6,3,0.47059,Class C,64,76,,,37
CM-2207365,JAK1 EC50(uM),0.0368,,275.31,69.77,0.954,0.9529,1,5,3,0.3125,Class C,55.8,12.1,,,2.5
CM-2247955,JAK1 EC50(uM),0.118,,336.39,88.91,1.024,0.9741,1,7,2,0.55556,Class C,15.1,613,,,2.5
CM-2119560,JAK1 EC50(uM),0.0058,,268.26,54.04,1.796,1.7577,1,5,2,0.5,Class C,,,,,15.6
CM-2101264,JAK1 EC50(uM),0.278,,309.41,48.05,2.38,0.6421,1,5,2,0.55556,Class C,31.5,98,,,9.58
CM-2146577,JAK1 EC50(uM),0.096,,297.33,49.22,1.666,1.6662,1,5,3,0.375,Class C,41.2,266,,,20.7
CM-2179733,JAK1 EC50(uM),0.0996,,342.37,72.28,1.37,1.3697,1,6,3,0.5,Class C,36.1,11,,,8.47
CM-2078650,JAK1 EC50(uM),0.0944,,353.46,69.44,1.397,0.8163,2,6,3,0.6,Class C,,137,,,24.1
CM-2113386,JAK1 EC50(uM),0.471,,279.34,58.87,1.917,1.9169,1,5,3,0.4375,Class C,57.4,633,,,11.5
CM-2005059,JAK1 EC50(uM),0.62,,240.26,55.21,0.269,0.2688,1,5,3,0.23077,Class C,61.9,539,,,2.5
CM-2071292,JAK1 EC50(uM),0.041,,295.34,90,0.305,0.3037,2,6,3,0.4375,Class C,,,,,
CM-2048286,JAK1 EC50(uM),0.106,,310.39,66.21,1.599,1.5984,2,5,3,0.55556,Class C,47.5,373,,,8.71
CM-1991743,JAK1 EC50(uM),0.0354,,364.44,69.52,0.393,0.3925,1,7,3,0.55,Class C,7.03,632,,,2.5
CM-2121155,JAK1 EC50(uM),0.0209,,350.46,55.21,2.52,2.5191,1,5,3,0.61905,Class C,5.43,4,,,2.85
CM-2019782,JAK1 EC50(uM),0.445,,354.31,62.11,0.578,0.5761,1,6,3,0.53333,Class C,51.9,41,,,
CM-2278903,JAK1 EC50(uM),0.877,,363.39,79.09,1.265,1.2651,2,6,4,0.35,Class C,50.3,197,,,216
CM-2236111,JAK1 EC50(uM),0.172,,361.39,58.45,0.897,0.6449,1,6,3,0.55556,Class C,45.4,252,,,14.2
CM-2162269,JAK1 EC50(uM),3,,241.28,66.84,1.154,-1.7514,1,5,0,0.83333,Class C,,,,,
CM-2207121,JAK1 EC50(uM),0.0519,,372.41,55.21,2.057,2.0559,1,5,3,0.6,Class C,17.7,20,,,93
CM-2264644,JAK1 EC50(uM),0.374,,302.35,55.21,1.001,1.0006,1,5,3,0.5,Class C,57.9,504,,,20
CM-2101256,JAK1 EC50(uM),0.0717,,335.39,48.05,2.618,2.454,1,5,2,0.64706,Class C,44.4,556,,,12.3
CM-2169187,JAK1 EC50(uM),3,,391.39,58.45,1.16,0.4398,1,6,3,0.57895,Class C,,,,,
CM-2070751,JAK1 EC50(uM),2.77,,286.33,75.44,0.626,0.6263,2,6,3,0.46667,Class C,48.4,558,,,16.9
CM-2043111,JAK1 EC50(uM),3,,271.36,56.84,1.888,-1.2406,2,5,2,0.6,Class C,6.57,616,,,10.4
CM-1991680,JAK1 EC50(uM),0.0202,,434.46,69.52,1.53,1.5294,1,7,3,0.57143,Class C,48.5,228,,,17.1
CM-2116979,JAK1 EC50(uM),0.014,,352.35,55.21,2.221,2.2201,1,5,3,0.52941,Class C,37.5,,,,41.8
CM-2021179,JAK1 EC50(uM),0.0709,,359.42,49.22,2.448,2.4469,1,5,3,0.57895,Class C,44.3,389,,,36.2
CM-2045675,JAK1 EC50(uM),0.013,,310.39,66.21,1.839,1.8378,2,5,3,0.44444,Class C,35.3,295,,,2.5
CM-2044467,JAK1 EC50(uM),3,,288.34,63.27,2.404,2.4025,1,6,2,0.6,Class C,60.5,554,,,218
CM-2019081,JAK1 EC50(uM),0.4,,307.39,49.22,0.949,-1.1733,1,5,3,0.55556,Class C,16.8,538,,,34.2
CM-2221570,JAK1 EC50(uM),0.0496,,380.39,55.21,0.165,0.1641,1,5,3,0.61905,Class C,21.7,26,,,144
CM-2193724,JAK1 EC50(uM),0.141,,321.33,58.45,0.477,0.4239,1,6,3,0.46667,Class C,57.5,544,,,9.89
CM-2236106,JAK1 EC50(uM),0.256,,379.38,58.45,1.53,1.4438,1,6,3,0.55556,Class C,48.8,510,,,
CM-2222548,JAK1 EC50(uM),0.0278,,386.44,55.21,2.275,2.2741,1,5,3,0.61905,Class C,27.7,26,,,22.6
CM-2268824,JAK1 EC50(uM),0.39,,380.36,64.44,1.321,1.3208,1,6,3,0.55556,Class C,,,,,
CM-2221798,JAK1 EC50(uM),0.0327,,308.38,55.21,1.571,1.5707,1,5,3,0.55556,Class C,53.9,287,,,12.3
CM-2048293,JAK1 EC50(uM),0.00692,,326.44,66.21,2.507,2.5067,2,5,3,0.57895,Class C,34.9,124,,,8.43
CM-2157504,JAK1 EC50(uM),0.585,,358.39,55.35,0.817,0.8166,1,5,3,0.57895,Class C,,,,,
CM-2045075,JAK1 EC50(uM),3,,343.42,74.34,2.437,2.392,1,7,2,0.61111,Class C,63.3,32,,,41.2
CM-2280530,JAK1 EC50(uM),0.474,,359.42,58.01,1.488,-1.4753,2,5,3,0.57895,Class C,29.2,133,,,16.2
CM-2267608,JAK1 EC50(uM),0.505,,309.37,69.44,-0.486,-1.9527,2,6,3,0.52941,Class C,,482,,,16.4
CM-2194430,JAK1 EC50(uM),0.0926,,371.43,58.01,1.849,-0.9669,2,5,3,0.6,Class C,25.3,567,,,21.6
CM-2228595,JAK1 EC50(uM),0.0982,,267.29,75.94,0.181,0.1806,1,6,3,0.42857,Class C,9.6,303,,,6.49
CM-2223259,JAK1 EC50(uM),0.0335,,362.47,55.21,2.506,2.505,1,5,3,0.63636,Class C,4.58,5.2,,,
CM-2206495,JAK1 EC50(uM),0.0258,,372.41,55.21,2.167,2.166,1,5,3,0.6,Class C,31,75,,,11.8
CM-2268823,JAK1 EC50(uM),0.369,,380.36,64.44,1.21,1.2084,1,6,3,0.55556,Class C,,,,,
CM-2206408,JAK1 EC50(uM),0.0321,,400.46,55.21,2.68,2.6797,1,5,3,0.63636,Class C,3.53,18,,,35.8
CM-2278904,JAK1 EC50(uM),0.364,,363.39,79.09,1.651,1.6509,2,6,4,0.35,Class C,46,209,,,54.6
CM-2166154,JAK1 EC50(uM),0.236,,337.42,58.45,1.388,1.3829,1,6,3,0.57895,Class C,40.7,187,,,112
CM-2229331,JAK1 EC50(uM),0.151,,390.4,55.21,1.823,1.8207,1,5,3,0.6,Class C,,5,,,
CM-2229332,JAK1 EC50(uM),0.0713,,390.4,55.21,1.934,1.9334,1,5,3,0.6,Class C,,,,,
CM-2219564,JAK1 EC50(uM),0.057,,400.46,55.21,2.81,2.8092,1,5,3,0.63636,Class C,10.2,5,,,3.37
CM-2222539,JAK1 EC50(uM),0.0314,,350.46,55.21,2.749,2.7482,1,5,3,0.61905,Class C,6.9,12.4,,,
CM-2236079,JAK1 EC50(uM),0.336,,344.36,55.21,1.167,1.1668,1,5,3,0.55556,Class C,3.43,595,,,12.9
CM-2235550,JAK1 EC50(uM),0.0657,,343.37,49.22,0.899,-0.6676,1,5,3,0.55556,Class C,44.9,508,,,127
CM-2235549,JAK1 EC50(uM),0.0792,,343.37,49.22,0.899,-0.6676,1,5,3,0.55556,Class C,53,542,,,234
CM-2226870,JAK1 EC50(uM),0.107,,376.38,55.21,1.489,1.4889,1,5,3,0.57895,Class C,,5.2,,,
CM-2113385,JAK1 EC50(uM),0.0719,,279.34,58.87,1.917,1.9169,1,5,3,0.4375,Class C,51.4,615,,,22
CM-2118988,JAK1 EC50(uM),0.0652,,312.41,55.73,2.79,2.7897,1,5,3,0.55556,Class C,46.4,552,,,18.5
CM-2116970,JAK1 EC50(uM),0.0117,,366.38,55.21,2.641,2.6404,1,5,3,0.55556,Class C,24.7,24,,,84.4
CM-2247956,JAK1 EC50(uM),3,,336.39,88.91,1.024,0.9741,1,7,2,0.55556,Class C,18.2,574,,,14.1
CM-2150818,JAK1 EC50(uM),0.108,,359.37,68.1,0.734,0.7336,1,6,3,0.61111,Class C,,,,,
CM-2169194,JAK1 EC50(uM),3,,391.39,58.45,1.16,0.4398,1,6,3,0.57895,Class C,,,,,
CM-2118595,JAK1 EC50(uM),0.855,,351.37,49.22,2.272,2.2707,1,5,3,0.52941,Class C,18.7,,,,46.7
CM-2164954,JAK1 EC50(uM),0.0782,,316.37,55.21,1.354,1.3536,1,5,3,0.52941,Class C,55.1,,,,10.2
CM-2114794,JAK1 EC50(uM),0.0269,,264.27,44.81,2.814,2.7741,1,4,2,0.53846,Class C,40.4,72,,,12.7
CM-2162317,JAK1 EC50(uM),,,351.45,58.45,1.065,-0.7191,1,6,3,0.6,Class C,46.5,547,,,12.9
CM-2107584,JAK1 EC50(uM),0.185,,385.4,48.05,3.319,3.2261,1,5,2,0.66667,Class C,34.8,14,,,2.5
CM-2205110,JAK1 EC50(uM),0.238,,318.33,72.28,-0.503,-0.5036,1,6,3,0.5,Class C,35.7,60.3,,,
CM-2129461,JAK1 EC50(uM),0.0268,,350.46,55.21,2.52,2.5191,1,5,3,0.61905,Class C,3.26,,,,140
CM-2018310,JAK1 EC50(uM),0.0798,,325.37,99.75,0.858,0.8576,2,7,3,0.47059,Class C,6.75,,,,9.43
CM-2003144,JAK1 EC50(uM),0.155,,327.42,69.44,1.023,-1.3526,2,6,3,0.55556,Class C,33.9,557,,,2.5
CM-2071120,JAK1 EC50(uM),3,,286.33,75.44,0.626,0.6263,2,6,3,0.46667,Class C,54.7,439,,,14.8
CM-2071293,JAK1 EC50(uM),2.68,,400.59,64.58,3.187,3.186,1,6,3,0.61905,Class C,12.1,16,,,60.1
CM-2146881,JAK1 EC50(uM),0.362,,372.41,55.21,1.707,1.7059,1,5,3,0.6,Class C,27.6,34,,,11.1
CM-2166348,JAK1 EC50(uM),0.0313,,407.43,58.45,1.588,-0.7657,1,6,3,0.6,Class C,35.8,,,,36
CM-2003988,JAK1 EC50(uM),0.416,,365.4,49.22,2.326,0.5359,1,5,3,0.55556,Class C,11,387,,,42.7
CM-2020768,JAK1 EC50(uM),2.15,,354.31,62.11,0.578,0.5761,1,6,3,0.53333,Class C,51.8,9,,,
CM-2038635,JAK1 EC50(uM),3,,288.34,63.27,2.385,2.3396,1,6,2,0.6,Class C,57.9,535,,,195
CM-2158801,JAK1 EC50(uM),0.467,,429.36,57.69,2.546,2.5461,0,5,1,0.52632,Class C,12.9,51.8,,,10.2
CM-2158791,JAK1 EC50(uM),0.274,,429.36,57.69,2.546,2.5461,0,5,1,0.52632,Class C,,,,,2.5
CM-2161040,JAK1 EC50(uM),0.109,,344.36,73.53,1.069,0.9026,1,6,3,0.47059,Class C,60.3,50,,,17.2
CM-2161039,JAK1 EC50(uM),0.879,,291.3,58.53,0.913,-1.6991,2,5,3,0.42857,Class C,,536,,,14.6
CM-2160504,JAK1 EC50(uM),3,,393.46,72.7,4.53,4.53,1,6,3,0.36364,Class C,30.8,18.7,,,2.5
CM-2160503,JAK1 EC50(uM),3,,397.42,72.7,4.346,4.3462,1,6,3,0.33333,Class C,32.6,5.2,,,2.5
CM-2209158,JAK1 EC50(uM),3,,344.41,67.77,3.989,3.9886,1,5,3,0.2381,Class C,40.6,270,,,2.5
CM-2210002,JAK1 EC50(uM),3,,408.84,122.06,3.372,3.3008,4,8,4,0.1,Class C,,51.8,,,
CM-1370187,JAK1 EC50(uM),0.248,,420.51,84.48,0.868,-0.2678,1,8,4,0.52174,Class B,17.7,181,,,11.3
CM-1737113,JAK1 EC50(uM),3,,285.34,73.91,1.467,1.4044,2,6,2,0.4,Class B,29.4,701,,,15.6
CM-1375560,JAK1 EC50(uM),0.0143,,334.42,73,1.028,0.9927,1,6,3,0.52632,Class B,4,200,,32,
CM-1700834,JAK1 EC50(uM),0.144,,326.39,104.03,1.056,0.9981,5,6,2,0.55556,Class B,23.7,54,,,18
CM-1700961,JAK1 EC50(uM),0.0647,,323.41,90.97,0.835,0.6394,2,7,2,0.57143,Class B,32.9,86.7,,,3.32
CM-1240231,JAK1 EC50(uM),0.0189,,306.37,83.18,2.479,2.4792,1,6,3,0.41176,Class B,10.7,148,,3.22,33.1
CM-1413612,JAK1 EC50(uM),0.361,,425.5,96.67,2.03,2.0299,1,8,3,0.38095,Class B,30.5,193,,,2.5
CM-1357119,JAK1 EC50(uM),0.0372,,351.37,49.22,1.978,0.4676,1,5,3,0.52941,Class B,8.63,303,0.824,28,11.3
CM-1368803,JAK1 EC50(uM),0.0616,,336.43,73,1.646,0.9101,1,6,3,0.52632,Class B,37.8,61.2,,,15.6
CM-1367782,JAK1 EC50(uM),0.0277,,353.46,58.45,1.7,1.1365,1,6,3,0.6,Class B,10.7,148,,,37.2
CM-1297038,JAK1 EC50(uM),0.0158,,387.5,92.66,1.536,1.5361,2,7,3,0.57895,Class B,2.68,190,,8.64,2.5
CM-1375562,JAK1 EC50(uM),0.0424,,334.42,73,1.028,0.9927,1,6,3,0.52632,Class B,39.6,189,1.8,73.7,
CM-1346025,JAK1 EC50(uM),0.00783,,426.51,82.24,2.581,1.9561,1,7,4,0.4,Class B,13.2,28,,,13.7
CM-1303982,JAK1 EC50(uM),0.0475,,374.5,78.09,2.051,1.8228,2,6,2,0.63158,Class B,0.511,258,,,2.75
CM-1295638,JAK1 EC50(uM),0.0833,,380.49,71.34,1.545,0.158,1,7,3,0.66667,Class B,35.3,493,,,5.52
CM-1306609,JAK1 EC50(uM),0.0178,,380.37,78.31,0.846,0.8461,2,7,3,0.47059,Class B,1.03,200,0.42,14.7,4.81
CM-1339532,JAK1 EC50(uM),0.00826,,365.43,97.79,1.505,1.5047,1,8,4,0.52632,Class B,10.9,0.821,,,23.3
CM-1358326,JAK1 EC50(uM),0.0335,,320.39,73.01,0.713,0.679,1,6,3,0.5,Class B,53.1,200,0.853,62.3,7.19
CM-1358686,JAK1 EC50(uM),0.0169,,393.41,66.28,1.781,1.7807,1,6,3,0.52632,Class B,7.96,200,0.648,49.9,4.2
CM-1370428,JAK1 EC50(uM),0.0282,,322.41,73,0.836,-0.8454,1,6,3,0.5,Class B,41.3,1000,,,5.11
CM-1374174,JAK1 EC50(uM),0.00994,,364.4,92.32,0.568,0.5676,1,8,4,0.36842,Class B,36,200,0.629,41.5,10.2
CM-1265068,JAK1 EC50(uM),0.111,,240.3,46.5,2.531,2.531,1,4,3,0.42857,Class B,65.1,62,,,10.5
CM-1110146,JAK1 EC50(uM),0.0535,,240.3,57.36,2.79,2.7897,2,4,3,0.42857,Class B,32.5,6,,,10.6
CM-1116691,JAK1 EC50(uM),0.271,,241.29,58.87,1.314,1.3136,1,5,3,0.46154,Class B,59.3,200,,,5.54
CM-1338707,JAK1 EC50(uM),0.0114,,391.47,71.59,1.865,1.6115,1,7,4,0.45455,Class B,1.92,362,,,11
CM-1269634,JAK1 EC50(uM),0.0539,,254.33,46.5,2.654,2.6539,1,4,3,0.46667,Class B,48.9,299,,,8.32
CM-1278351,JAK1 EC50(uM),0.0424,,325.41,68.1,1.638,1.6376,1,6,3,0.61111,Class B,48,548,,,48.1
CM-1126013,JAK1 EC50(uM),0.493,,254.33,46.5,2.913,2.9134,1,4,3,0.46667,Class B,8.3,4.9,,47.3,43.6
CM-1351412,JAK1 EC50(uM),0.0465,,349.43,85.9,0.791,0.7676,1,7,3,0.57895,Class B,42.7,280,,,4.97
CM-1289156,JAK1 EC50(uM),0.0331,,390.39,88.41,1.298,1.298,1,8,3,0.55556,Class B,29.5,35,,,4.85
CM-1347502,JAK1 EC50(uM),0.00874,,293.37,69.77,1.751,1.7501,1,5,3,0.47059,Class B,11.1,5,,,19.3
CM-1358666,JAK1 EC50(uM),0.0238,,344.39,78.31,0.092,0.092,2,7,3,0.47059,Class B,21.4,331,5.85,23.4,15.1
CM-1371152,JAK1 EC50(uM),0.0276,,348.44,73,1.472,1.4419,1,6,3,0.55,Class B,18.9,200,,,11.5
CM-1373500,JAK1 EC50(uM),0.144,,350.46,73,1.935,-0.139,1,6,3,0.55,Class B,0.41,344,,,5.53
CM-1373868,JAK1 EC50(uM),0.114,,350.42,75.25,0.907,0.4384,1,7,4,0.42105,Class B,28.1,187,,,7.91
CM-1178079,JAK1 EC50(uM),0.0985,,240.3,45.98,1.995,1.9937,1,4,3,0.42857,Class B,43.5,,,,29.3
CM-1274049,JAK1 EC50(uM),0.495,,308.3,46.5,3.786,3.7864,1,4,3,0.46667,Class B,50.3,3.26,,,150
CM-1372356,JAK1 EC50(uM),3,,230.31,44.81,3.018,2.9716,1,4,2,0.53846,Class B,84,59.4,,,43.9
CM-1051569,JAK1 EC50(uM),0.678,,244.34,44.81,3.383,3.3368,1,4,2,0.57143,Class B,36.6,,,,59.6
CM-1276590,JAK1 EC50(uM),0.0477,,325.41,68.1,1.638,1.6376,1,6,3,0.61111,Class B,10.7,394,,24.6,9.11
CM-1276598,JAK1 EC50(uM),0.201,,311.38,68.1,1.193,1.1931,1,6,3,0.58824,Class B,10.6,600,,,3.61
CM-1351449,JAK1 EC50(uM),0.00927,,379.38,66.28,1.336,1.3361,1,6,3,0.5,Class B,11.7,178,,,3.86
CM-1250924,JAK1 EC50(uM),0.0106,,374.39,69.53,0.595,0.564,1,7,3,0.5,Class B,44.2,200,,,7.92
CM-1250927,JAK1 EC50(uM),0.016,,388.41,69.53,0.865,0.8343,1,7,3,0.52632,Class B,12.9,360,,58.7,9.43
CM-1130450,JAK1 EC50(uM),0.104,,240.3,46.5,2.468,2.4677,1,4,3,0.42857,Class B,13.6,57.8,,6.13,30.4
CM-1376222,JAK1 EC50(uM),0.0339,,294.35,83.18,2.307,2.307,1,6,3,0.5,Class B,8.82,5,1.33,42.6,6.08
CM-1321728,JAK1 EC50(uM),0.0201,,308.38,82.66,1.515,1.5145,1,6,3,0.52941,Class B,50.8,68.6,,35.1,5.77
CM-1339640,JAK1 EC50(uM),0.017,,408.52,71.34,1.516,1.4038,1,7,4,0.47619,Class B,7.57,105,,,11.3
CM-1281255,JAK1 EC50(uM),0.0588,,313.35,77.33,0.682,0.6816,1,7,3,0.5625,Class B,8.25,64.8,,,4.27
CM-1178770,JAK1 EC50(uM),0.0857,,240.3,45.98,1.926,1.7809,1,4,3,0.42857,Class B,38.9,56.7,0.276,3.31,81.7
CM-1233020,JAK1 EC50(uM),0.0232,,322.36,90.07,-0.127,-0.1345,1,7,3,0.41176,Class B,5.53,554,,36.6,11.6
CM-1240231,JAK1 EC50(uM),0.0189,,306.37,83.18,2.479,2.4792,1,6,3,0.41176,Class B,10.7,148,,3.22,33.1
CM-1290753,JAK1 EC50(uM),0.0414,,327.42,79.09,1.593,1.5927,2,6,3,0.61111,Class B,49.5,293,,27.2,8.26
CM-1355382,JAK1 EC50(uM),0.0321,,348.35,78.31,-0.087,-0.0872,2,7,3,0.4375,Class B,1.53,200,0.862,63.8,12.6
CM-1375908,JAK1 EC50(uM),0.166,,241.29,58.01,-0.053,-3.0691,2,5,3,0.38462,Class B,4.45,478,,,2.5
CM-1376202,JAK1 EC50(uM),0.166,,330.36,78.31,-0.352,-0.3526,2,7,3,0.4375,Class B,9.21,200,0.405,22.3,2.5
CM-1327378,JAK1 EC50(uM),0.31,,311.38,67.24,0.617,-0.5695,2,6,3,0.52941,Class B,18.3,447,,,4.23
CM-1240989,JAK1 EC50(uM),0.0421,,306.37,83.18,2.479,2.4792,1,6,3,0.41176,Class B,11.3,542,,1.03,250
CM-1306609,JAK1 EC50(uM),0.0178,,380.37,78.31,0.846,0.8461,2,7,3,0.47059,Class B,1.03,200,0.42,14.7,4.81
CM-1269477,JAK1 EC50(uM),0.00437,,359.45,92.15,0.427,0.427,2,7,3,0.52941,Class B,1.08,200,0.706,45.9,5.26
CM-1181485,JAK1 EC50(uM),0.308,,345.36,120.47,-0.152,-0.152,2,9,4,0.29412,Class B,5.63,4.56,0.0284,2.53,3.13
CM-1180248,JAK1 EC50(uM),0.0122,,385.48,92.15,0.967,0.8574,2,7,3,0.57895,Class B,9.08,12.4,0.691,15.9,12.4
CM-1351446,JAK1 EC50(uM),0.0489,,354.41,78.75,-0.548,-0.5484,1,8,3,0.5,Class B,3.39,172,1.63,73.4,13.9
CM-1347460,JAK1 EC50(uM),0.0348,,395.5,75.1,2.101,2.0153,1,8,3,0.57143,Class B,8.84,126,0.802,37.7,4.15
CM-1704722,JAK1 EC50(uM),0.0457,,378.47,103.87,0.742,0.63,2,8,3,0.4,Class B,37.3,42,,,
CM-1348118,JAK1 EC50(uM),0.152,,337.42,82.62,1.605,0.2157,2,7,3,0.44444,Class B,3.36,189,,,3.36
CM-1246261,JAK1 EC50(uM),0.144,,379.46,91.21,0.609,0.6093,2,8,3,0.6,Class B,,603,,,
CM-1355770,JAK1 EC50(uM),0.502,,347.42,83.79,0.384,-0.9556,2,7,4,0.36842,Class B,0.0867,200,,,2.5
CM-1703506,JAK1 EC50(uM),0.0988,,361.42,118.01,-0.652,-0.8471,2,9,2,0.53333,Class B,16.5,303,,,
CM-1705413,JAK1 EC50(uM),0.105,,380.37,78.31,0.846,0.8265,2,7,3,0.47059,Class B,28.2,611,,,4.48
CM-1382234,JAK1 EC50(uM),0.0768,,396.49,91.15,2.992,2.9459,1,8,3,0.52381,Class B,31.4,102,,,11.2
CM-1383737,JAK1 EC50(uM),0.169,,382.46,91.15,2.37,2.3237,1,8,3,0.5,Class B,42.8,141,,,9.32
CM-1326602,JAK1 EC50(uM),0.6,,453.48,92.15,2.231,2.2303,2,7,3,0.6,Class B,10.6,1.2,,,6.37
CM-1320304,JAK1 EC50(uM),0.439,,323.32,72,1.696,-1.0471,3,5,3,0.46667,Class B,1.08,26.9,,,7.01
CM-1370090,JAK1 EC50(uM),0.111,,353.46,58.45,1.196,-1.8079,1,6,3,0.6,Class B,27.7,848,,,14.8
CM-1275182,JAK1 EC50(uM),0.0159,,373.47,92.66,1.413,1.4133,2,7,3,0.55556,Class B,2.47,271,,36,2.5
CM-1253926,JAK1 EC50(uM),0.0443,,363.42,93.32,-0.362,-0.393,1,8,3,0.47368,Class B,31.1,200,,,6.95
CM-1120263,JAK1 EC50(uM),0.626,,293.37,58.87,1.534,1.5342,1,5,3,0.58824,Class B,38.6,,,,3.66
CM-1280072,JAK1 EC50(uM),0.0201,,403.5,102.24,-0.303,-0.3029,1,8,3,0.63158,Class B,2.47,422,,,9.61
CM-1359481,JAK1 EC50(uM),0.0378,,386.45,98.79,0.496,0.4938,1,8,4,0.38095,Class B,55.8,5,,,22.6
CM-1375979,JAK1 EC50(uM),0.189,,391.43,49.22,2.574,0.6833,1,5,3,0.6,Class B,5.5,174,,,26.2
CM-1177210,JAK1 EC50(uM),0.276,,360.43,105.04,-0.415,-0.4153,2,8,3,0.5625,Class B,0.318,24.9,,5.7,2.5
